"","Bayesian_MCMC","UPGMA","NJ","Parsimony","MLE"
"Bayesian_MCMC",0,1.58179704001652,1.53310752063515,1.58699459002421,98.1502780527181
"UPGMA",1.58179704001652,0,0.12715183443427,0.165008420997233,99.7265292870084
"NJ",1.53310752063515,0.12715183443427,0,0.113734797665446,99.6741893324178
"Parsimony",1.58699459002421,0.165008420997233,0.113734797665446,0,99.7265204752354
"MLE",98.1502780527181,99.7265292870084,99.6741893324178,99.7265204752354,0
